"","X.2","X.1","X","RT","RT_bl","RT_tot","acc_bl","acc_tot","background","bidi","block_cnt","block_type","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","count_block_loop","count_block_seq","count_block_settings","count_check_session","count_drift_correct","count_exp_settings","count_experiment","count_feedback","count_instructions","count_log_variables","count_logger","count_new_pygaze_drift_correct","count_new_pygaze_start_recording","count_new_pygaze_stop_recording","count_pygaze","count_start_recording","count_stop_recording","count_test_location","count_trial","count_trial_loop","count_trial_seq","d_eye","datetime","description","disable_garbage_collection","dist_color","dist_high","dist_loc","dist_shape","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","high_loc","high_prob_loc","keyboard_backend","live_row","live_row_block_loop","live_row_trial_loop","logfile","mouse_backend","nr_blinks","nr_trials","nr_trials_bl","opensesame_codename","opensesame_version","orient_list_trial","ping","ping_trigger","ping_type","practice","repeat_cycle","response","round_decimals","sampler_backend","session_nr","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target_color","target_high","target_loc","target_shape","time_block_loop","time_block_seq","time_block_settings","time_check_session","time_drift_correct","time_exp_settings","time_experiment","time_feedback","time_instructions","time_log_variables","time_logger","time_new_pygaze_drift_correct","time_new_pygaze_start_recording","time_new_pygaze_stop_recording","time_pygaze","time_start_recording","time_stop_recording","time_test_location","time_trial","time_trial_loop","time_trial_seq","title","total_blocks","trial_type","trials_in_block","trigger","uniform_coordinates","update_blinks","width","x","y","toward","containsNaN","rept","repd","prevtar","pd","nt","pd_c","nt_c","tar_dist","dist_dist","prevHP","eegTar","repteeg","tarcounter"
"23",79,79,79,1338.6502,30003.691,108871.7265,18,56,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,78,78,NA,NA,NA,0,1,1,NA,78,1,78,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","2","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",22,1,22,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",1,79,23,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'vert', 'hori', 'hori', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",1,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,504843.5126,508278.5564,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,504843.5293,433538.5439,504843.4595,"New experiment",19,"dist_present",56,23,"yes","yes",1680,-10.1414005128208,11.6456087179489,"more away","False","NR","NR","lp",NA,NA,NA,NA,-1,-2,"first",6,"NR","in"
"24",80,80,80,1342.4508,31346.1418,110214.1773,19,57,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,79,79,NA,NA,NA,0,1,1,NA,79,1,79,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","5","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",23,1,23,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",1,80,24,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'vert', 'vert', 'hori', 'vert', 'hori']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",0,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,508308.2979,511678.3049,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,508308.3146,433538.5439,508308.2446,"New experiment",19,"dist_present",56,16,"yes","yes",1680,-11.8727755128206,6.2533587179489,"more toward","False","NR","NR","lp","Right",NA,NA,NA,0,3,"first",1,"NR","ex"
"25",81,81,81,1309.2684,32655.4102,111523.4457,20,58,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,80,80,NA,NA,NA,0,1,1,NA,80,1,80,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",24,1,24,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",1,81,25,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'vert', 'vert', 'hori', 'vert', 'hori', 'hori']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",4,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,511708.3356,514949.8716,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,511708.3522,433538.5439,511708.2818,"New experiment",19,"dist_absent",56,59,"yes","yes",1680,-11.4720255128208,8.96435871794889,"more away","False","NR","NR","hp",NA,NA,NA,NA,4,NA,"first",0,"NR","in"
"26",82,82,82,1003.1519,33658.5621,112526.5976,21,59,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,81,81,NA,NA,NA,0,1,1,NA,81,1,81,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","6","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",25,1,25,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",1,82,26,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'hori', 'hori', 'vert', 'hori', 'vert']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",5,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,514979.6944,517781.9078,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,514979.7108,433538.5439,514979.6426,"New experiment",19,"dist_present",56,67,"yes","yes",1680,-2.27540051282072,-6.76951628205108,"more toward","False","NR","NR","lp",NA,NA,NA,NA,3,2,"first",4,"NR","in"
"27",83,83,83,878.5497,34537.1118,113405.1473,22,60,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,82,82,NA,NA,NA,0,1,1,NA,82,1,82,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",26,1,26,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",1,83,27,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'hori', 'hori', 'vert', 'vert', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","yes",0,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,517811.9931,520318.3027,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,517812.0099,433538.5439,517811.9401,"New experiment",19,"dist_absent",56,19,"yes","yes",1680,-18.7180255128207,-17.3752662820511,"more toward","False","NR","NR","lp",NA,NA,NA,NA,0,NA,"first",5,"NR","ex"
"28",84,84,84,1924.2029,36461.3147,115329.3502,23,61,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,83,83,NA,NA,NA,0,1,1,NA,83,1,83,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",27,1,27,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",1,84,28,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'vert', 'hori', 'vert', 'hori', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",6,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,520349.376,524133.9726,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,520349.393,433538.5439,520349.3221,"New experiment",19,"dist_absent",56,79,"yes","yes",1680,-7.60315051282068,13.9701087179488,"more away","False","NR","R","hp",NA,"Right",NA,"Right",2,NA,"first",0,"NR","in"
"29",85,85,85,1227.3685,37688.6832,116556.7187,24,62,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,84,84,NA,NA,NA,0,1,1,NA,84,1,84,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",28,1,28,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,85,29,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'hori', 'vert', 'vert', 'hori', 'vert', 'hori']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",1,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,524163.6475,527262.0896,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,524163.664,433538.5439,524163.5953,"New experiment",19,"dist_absent",56,29,"yes","no",1680,9.96897448717926,13.5009837179489,"more away","False","NR","R","lp",NA,"Left",NA,NA,-1,NA,"first",6,"NR","in"
"30",86,86,86,973.2045,38661.8877,117529.9232,25,63,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,85,85,NA,NA,NA,0,1,1,NA,85,1,85,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","4","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",29,1,29,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,86,30,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'hori', 'hori', 'vert', 'vert', 'hori']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",2,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,527292.3552,530125.8748,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,527292.372,433538.5439,527292.3015,"New experiment",19,"dist_present",56,35,"yes","yes",1680,13.9087244871792,5.13385871794887,"more toward","False","NR","NR","lp",NA,"Left",NA,"Left",-2,4,"first",1,"NR","in"
"31",87,87,87,1032.4768,39694.3645,118562.4,26,64,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,86,86,NA,NA,NA,0,1,1,NA,86,1,86,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","1","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",30,1,30,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,87,31,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'vert', 'hori', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",7,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,530155.8967,532934.0827,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,530155.9137,433538.5439,530155.8436,"New experiment",19,"dist_present",56,82,"yes","yes",1680,15.6508494871793,-11.5540162820511,"more toward","False","NR","NR","lp",NA,NA,NA,NA,1,-1,"first",2,"NR","in"
"32",88,88,88,1083.2507,40777.6152,119645.6507,26,64,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",0,0,1,1,NA,1,0,0,1,0,87,87,NA,NA,NA,0,1,1,NA,87,1,87,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","3","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",31,1,31,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",2,88,32,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'hori', 'hori', 'vert', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",0,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,532964.06,536038.1345,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,532964.0767,433538.5439,532964.0072,"New experiment",19,"dist_present",56,14,"yes","yes",1680,-3.32590051282074,13.6423587179489,"more away","False","NR","NR","lp","Left",NA,NA,NA,0,-3,"first",7,"NR","ex"
"33",89,89,89,1908.0229,42685.6381,121553.6736,26,64,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",0,0,1,1,NA,1,0,0,1,0,88,88,NA,NA,NA,0,1,1,NA,88,1,88,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","7","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",32,1,32,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",3,89,33,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'hori', 'hori', 'vert', 'vert', 'hori']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",0,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,536068.3195,539813.9078,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,536068.3362,433538.5439,536068.2665,"New experiment",19,"dist_present",56,18,"yes","no",1680,0.811349487179313,13.1729837179489,"more away","False","R","NR","hp","Right",NA,NA,NA,0,1,"first",0,"NR","ex"
"34",90,90,90,2000.5679,44686.206,123554.2415,26,64,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",0,0,1,1,NA,1,0,0,1,0,89,89,NA,NA,NA,0,1,1,NA,89,1,89,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",33,1,33,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",3,90,34,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'vert', 'vert', 'hori', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",4,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,539843.6945,543809.2444,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,539843.7112,433538.5439,539843.641,"New experiment",19,"dist_absent",56,59,"yes","yes",1680,3.0013494871793,0.215733717948866,"more toward","False","NR","NR","hp",NA,NA,NA,NA,4,NA,"first",0,"R","in"
"35",91,91,91,772.0082,45458.2142,124326.2497,27,65,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,90,90,NA,NA,NA,0,1,1,NA,90,1,90,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",34,1,34,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",3,91,35,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'hori', 'vert', 'hori', 'vert', 'vert']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",1,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,543839.1943,546838.1536,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,543839.2112,433538.5439,543839.1416,"New experiment",19,"dist_absent",56,29,"yes","yes",1680,-5.01415051282071,-0.645641282051107,"more toward","False","NR","R","lp",NA,"Left",NA,NA,-1,NA,"first",4,"NR","in"
"36",92,92,92,1002.8504,46461.0646,125329.1001,28,66,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,91,91,NA,NA,NA,0,1,1,NA,91,1,91,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","3","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",35,1,35,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",3,92,36,"Kafkaesque Koffka","3.2.8","['hori', 'vert', 'vert', 'vert', 'hori', 'hori', 'vert', 'hori']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","no",2,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,546865.7275,549685.8947,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,546865.7445,433538.5439,546865.6764,"New experiment",19,"dist_present",56,34,"yes","yes",1680,-4.85615051282087,16.8571087179489,"more away","False","NR","NR","lp",NA,NA,NA,NA,-2,-3,"first",1,"NR","in"
"37",93,93,93,791.9017,47252.9663,126121.0018,29,67,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,92,92,NA,NA,NA,0,1,1,NA,92,1,92,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","yes","0","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",36,1,36,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",3,93,37,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'hori', 'vert', 'vert', 'hori', 'vert']","no",200,"None","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",3,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,549715.1646,552278.047,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,549715.1819,433538.5439,549715.1107,"New experiment",19,"dist_present",56,41,"yes","yes",1680,-4.49565051282068,12.5808587179489,"more away","False","NR","NR","lp",NA,"Left",NA,NA,-3,0,"first",2,"NR","in"
"38",94,94,94,1124.6515,48377.6178,127245.6533,30,68,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,93,93,NA,NA,NA,0,1,1,NA,93,1,93,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","1","diamond",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",37,1,37,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",3,94,38,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'vert', 'hori', 'vert', 'vert', 'hori', 'hori']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",4,"circle",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,552307.6237,555262.406,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,552307.641,433538.5439,552307.5688,"New experiment",19,"dist_present",56,52,"yes","yes",1680,-0.352775512820624,0.853483717948867,"more toward","False","NR","NR","lp","Left",NA,NA,NA,4,-1,"first",3,"NR","in"
"39",95,95,95,633.6066,49011.2244,127879.2599,30,68,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",0,0,1,1,NA,1,0,0,1,0,94,94,NA,NA,NA,0,1,1,NA,94,1,94,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","7","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",38,1,38,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",3,95,39,"Kafkaesque Koffka","3.2.8","['vert', 'vert', 'hori', 'vert', 'hori', 'vert', 'hori', 'hori']","yes",100,"circles","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","no",1,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,555292.4621,557758.1339,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,555292.4797,433538.5439,555292.4095,"New experiment",19,"dist_present",56,28,"yes","yes",1680,4.03222448717938,18.4351087179489,"more away","False","NR","NR","lp",NA,NA,NA,NA,-1,1,"first",4,"NR","in"
"40",96,96,96,616.6417,49627.8661,128495.9016,31,69,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,95,95,NA,NA,NA,0,1,1,NA,95,1,95,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","red","no","None","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",39,1,39,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",4,96,40,"Kafkaesque Koffka","3.2.8","['hori', 'hori', 'vert', 'hori', 'hori', 'vert', 'vert', 'vert']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","green","yes",0,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,557788.1164,560421.9014,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,557788.1332,433538.5439,557788.0635,"New experiment",19,"dist_absent",56,19,"yes","no",1680,8.18697448717929,6.61323371794887,"more away","False","NR","NR","lp",NA,NA,NA,NA,0,NA,"first",1,"NR","ex"
"41",97,97,97,746.7075,50374.5736,129242.6091,32,70,"#000000","no",2,"bias","psycho","psycho","psycho",0,"uniform",1,0,1,1,NA,1,0,0,1,0,96,96,NA,NA,NA,0,1,1,NA,96,1,96,82.99359367,"12/14/20 12:50:32","The main experiment item","yes","green","no","7","circle",NA,"pinging_target_expectations.osexp","C:\Users\etp-cp-ping\Desktop\DATA\data","no","mono","no",18,"no","white","no","yes",1050,NA,0,"psycho",40,1,40,"C:/Users/etp-cp-ping/Desktop/DATA/data/subject-2.csv","psycho",4,97,41,"Kafkaesque Koffka","3.2.8","['vert', 'hori', 'hori', 'vert', 'hori', 'vert', 'vert', 'hori']","yes",100,"diamond","no",0,NA,2,"legacy",NA,1024,2,48000,-16,"experiment",2,"even","red","yes",0,"diamond",141500.7695,422721.1047,422721.2623,NA,432201.8775,37185.2591,1379.6852,335528.8452,37185.2902,560452.1251,563198.159,NA,NA,NA,1380.7122,433034.2643,335019.1879,NA,560452.1419,433538.5439,560452.0729,"New experiment",19,"dist_present",56,18,"yes","yes",1680,-5.1439005128208,19.1879837179488,"more away","False","R","NR","hp","Right",NA,NA,NA,0,1,"first",0,"NR","ex"
